idCliente,numero,nombre,jornada,idJornadaSugerida,horaApertura,horaCierre,emailContacto,codArea1,telefono1,codArea2,telefono2,stock,fechaActualizacionStock,idFormatoLocal,Formato,REGION,CIUDAD - COMUNA,cutComuna,direccion,referencia,gmapShortUrl,gmapIframeUrl,createdAt,editedAt
2,28,28 Ñuñoa 1,noche,3,09:00,22:00,f_cv028@farmacruzverde.cl,(2),2205 4200,,,19871,2016-02-15,3,Multifuncional c/góndolas,RM,Ñuñoa 1,13120,"Avenida José Pedro Alessandri Nº 331, 333, Esquina José Domingo Cañas",,,,,
2,29,29 Antofagasta 1,noche,3,08:30,22:30,f_cv029@farmacruzverde.cl,(55),2 26 1486,,,23898,2016-02-15,3,Multifuncional c/góndolas,II,Antofagasta 1,2101,"Maipú Nº 210, Esquina Balmaceda, frente al Mall plaza Antofagasta",,,,,
2,30,30 Santiago 2,noche,3,07:30,22:00,f_cv030@farmacruzverde.cl,(2),2441 0415,(2),2441 0353,22122,2016-02-15,3,Multifuncional c/góndolas,RM,Santiago 2,13101,Teatinos Nº 6,,,,,
2,32,32 Ovalle 1,noche,3,09:00,21:30,f_cv032@farmacruzverde.cl,(53),2 62 5423,,,19368,2016-02-15,2,Multifuncional,IV,Ovalle 1,4301,"Benavente Nº 1, Local 1",,,,,
2,35,35 Vitacura 1,noche,3,00:01,24:00,f_cv035@farmacruzverde.cl,(2),2218 7927,(2),2218 7817,29521,2016-02-15,3,Multifuncional c/góndolas,RM,Vitacura 1,13132,Vitacura Nº 6602,,,,,
2,36,36 Recoleta 1,noche,3,09:00,20:00,f_cv036@farmacruzverde.cl,(2),2247 6025,, ,18196,2016-02-15,2,Multifuncional,RM,Recoleta 1,13127,"Avenida Recoleta Nº 320, Local 400",,,,,
2,37,37 San Bernardo 1,noche,3,09:30,22:00,f_cv037@farmacruzverde.cl,(2),2857 8189,, ,21382,2016-02-15,1,Autoservicio,RM,San Bernardo 1,13401,"Avenida Presidente J. Alessandri Nº 20.040, Local BN-100, BN-104, BN-108, BN-112, BN-116, BN-120,  (Mall Plaza Sur)",,,,,
2,38,38 Santiago 3,noche,3,08:00,22:00,f_cv038@farmacruzverde.cl,(2),2664 1324,(2),2633 9622,20024,2016-02-15,2,Multifuncional,RM,Santiago 3,13101,Huérfanos Nº 806,,,,,
2,39,39 Providencia 2,noche,3,08:00,22:00,f_cv039@farmacruzverde.cl,(2),2232 4689,(2),2234 0908,29561,2016-02-15,3,Multifuncional c/góndolas,RM,Providencia 2,13123,Providencia Nº 2012,,,,,
2,42,42 Santiago 4,noche,3,08:30,22:00,f_cv042@farmacruzverde.cl,(2),2633 9651,(2),2664 9494,19368,2016-02-15,2,Multifuncional,RM,Santiago 4,13101,"Monjitas Nº 801, Esquina San Antonio",,,,,
2,43,43 Santiago 5,noche,3,08:30,22:00,f_cv043@farmacruzverde.cl,(2),2371 6895,(2),2688 8608,15890,2016-02-15,2,Multifuncional,RM,Santiago 5,13101,Ahumada Nº 3,,,,,
2,47,47 Santiago 6,noche,3,08:00,22:00,f_cv047@farmacruzverde.cl,(2),2688 8607,, ,12577,2016-02-15,2,Multifuncional,RM,Santiago 6,13101,Ahumada Nº 2,,,,,
2,49,49 Providencia 3,noche,3,08:30,21:00,f_cv049@farmacruzverde.cl,(2),2233 1363,(2),2335 9128,11057,2016-02-15,2,Multifuncional,RM,Providencia 3,13123,Barcelona Nº 2095,,,,,
2,50,50 Maipú 1,noche,3,10:00,21:30,f_cv050@farmacruzverde.cl,(2),2744 8125,, ,36400,2016-02-15,1,Autoservicio,RM,Maipú 1,13119,"Avenida Américo Vespucio Nº 399, Local 523 y 524, (Mall Arauco Maipú)",,,,,
2,51,51 Puente Alto 1,noche,3,09:00,22:00,f_cv051@farmacruzverde.cl,(2),2872 8616,(2),2872 8615,19300,2016-02-15,1,Autoservicio,RM,Puente Alto 1,13201,"Concha y Toro Nº 1086, 1088 y 1090, Local 26, 27 y 28 (Strip Center)",,,,,
2,52,52 Puente Alto 2,noche,3,08:00,22:00,f_cv052@farmacruzverde.cl,(2),2850 4068,(2),2850 8506,35192,2016-02-15,1,Autoservicio,RM,Puente Alto 2,13201,Concha y Toro Nº 398,,,,,
2,53,53 Maipú 2,noche,3,09:00,22:00,f_cv053@farmacruzverde.cl,(2),2532 0364,(2),2532 7877,26972,2016-02-15,1,Autoservicio,RM,Maipú 2,13119,Avenida Pajaritos Nº 1920,,,,,
2,54,54 Santiago 7,noche,3,08:30,21:30,f_cv54@farmacruzverde.cl,(2),2699 2577,(2),2696 4665,16895,2016-02-15,2,Multifuncional,RM,Santiago 7,13101,Puente Nº 598,,,,,
2,55,55 Estación Central 2,noche,3,10:30,20:00,f_cv055@farmacruzverde.cl,(2),2682 1904,(2),2682 1920,12395,2016-02-15,2,Multifuncional,RM,Estación Central 2,13106,Avenida Bernardo O' Higgins Nº 3299.,,,,,
2,57,57 Santiago 8,noche,3,08:45,20:30,f_cv057@farmacruzverde.cl,(2),2688 5127,, ,16757,2016-02-15,2,Multifuncional,RM,Santiago 8,13101,"Avenida Bulnes Nº 216, Local 1 y 2",,,,,
2,62,62 San Bernardo 2,noche,3,08:00,23:30,f_cv062@farmacruzverde.cl,(2),2856 2012,(2),2856 2947,37435,2016-02-15,1,Autoservicio,RM,San Bernardo 2,13401,Arturo Prat Nº 599,,,,,
2,63,63 Ñuñoa 2,noche,3,09:00,21:00,f_cv063@farmacruzverde.cl,(2),2343 1977,(2),2269 5331,11958,2016-02-15,2,Multifuncional,RM,Ñuñoa 2,13120,"Irarrazaval Nº 2768, Esquina Lyon",,,,,
2,65,65 Melipilla 1,noche,3,09:00,21:00,f_cv065@farmacruzverde.cl,(2),2831 7191,(2),2831 7193,10960,2016-02-15,2,Multifuncional,RM,Melipilla 1,13501,Ortúzar Nº 602,,,,,
2,66,66 Santiago 9,noche,3,08:00,21:30,f_cv066@farmacruzverde.cl,(2),2665 9945,(2),2665 9943,12225,2016-02-15,2,Multifuncional,RM,Santiago 9,13101,Vicuña Mackenna Nº 699,,,,,
2,67,67 Las Condes 1,noche,3,08:30,21:30,f_cv067@farmacruzverde.cl,(2),2224 8041,(2),2224 8041,24105,2016-02-15,2,Multifuncional,RM,Las Condes 1,13114,Apoquindo Nº 6005,,,,,
2,68,68 La Florida 1,noche,3,08:30,22:00,f_cv068@farmacruzverde.cl,(2),2293 4147,(2),2293 4187,9704,2016-02-15,2,Multifuncional,RM,La Florida 1,13110,Zerafín Zamora Nº 57-63,,,,,
2,70,70 Las Condes 2,noche,3,09:00,18:00,f_cv070@farmacruzverde.cl,(2),2342 8159,(2),2342 6296,20301,2016-02-15,3,Multifuncional c/góndolas,RM,Las Condes 2,13114,Manquehue Nº 911,,,,,
2,71,71 Providencia 4,noche,3,08:30,22:30,f_cv071@farmacruzverde.cl,(2),2335 5621,, ,23173,2016-02-15,3,Multifuncional c/góndolas,RM,Providencia 4,13123,Providencia Nº 2208,,,,,
2,72,72 Santiago 10,noche,3,08:00,22:00,f_cv072@farmacruzverde.cl,(2),2634 3097,(2),2634 4134,23653,2016-02-15,3,Multifuncional c/góndolas,RM,Santiago 10,13101,"Avenida Libertador Bernardo O' Higgins Nº 658, Local 8",,,,,
2,73,73 Santiago 11,noche,3,08:30,22:00,f_cv073@farmacruzverde.cl,(2),2672 9811,(2),2672 9811,28533,2016-02-15,1,Autoservicio,RM,Santiago 11,13101,Estado Nº 397,,,,,
2,74,74 Ñuñoa 3,noche,3,08:30,22:00,f_cv074@farmacruzverde.cl,(2),2344 4366,(2),2343 0670,22876,2016-02-15,1,Autoservicio,RM,Ñuñoa 3,13120,"Irarrazaval Nº 2520, Esquina Pedro de Valdivia",,,,,
2,77,77 Pudahuel 1,noche,3,06:30,22:00,f_cv077@farmacruzverde.cl,(2),2690 1088,(2),2690 1087,26559,2016-02-15,3,Multifuncional c/góndolas,RM,Pudahuel 1,13124,"Aeropuerto C.A.M. Benitez. Rotonda Nacional, Local C-63",,,,,
2,78,78 Providencia 5,noche,3,08:00,21:00,f_cv078@farmacruzverde.cl,(2),2269 6322,, ,17740,2016-02-15,3,Multifuncional c/góndolas,RM,Providencia 5,13123,Salvador Nº 42,,,,,
2,79,79 Vitacura 2,noche,3,08:30,23:00,f_cv079@farmacruzverde.cl,(2),2207 0381,(2),2207 2048,22791,2016-02-15,3,Multifuncional c/góndolas,RM,Vitacura 2,13132,Vitacura Nº 4175,,,,,
2,80,80 Santiago 12,noche,3,08:00,22:00,f_cv080@farmacruzverde.cl,(2),2425 9379,(2),2425 9378,30722,2016-02-15,1,Autoservicio,RM,Santiago 12,13101,"Avenida Libertador Bernardo O' Higgins Nº 1461, Local 2 Downtown",,,,,
2,81,81 Rancagua 1,noche,3,08:30,21:30,f_cv081@farmacruzverde.cl,(72),2 22 2180,(72),2 22 6304,17374,2016-02-15,2,Multifuncional,VI,Rancagua 1,6101,Brasil Nº 801,,,,,
2,82,82 Rancagua 2,noche,3,08:30,21:00,f_cv082@farmacruzverde.cl,(72),2 22 8311,(72),2 22 0169,47089,2016-02-15,1,Autoservicio,VI,Rancagua 2,6101,Independencia Nº 602,,,,,
2,83,83 Rancagua 3,noche,3,08:30,21:00,f_cv083@farmacruzverde.cl,(72),2 22 4640,(72),2 24 2203,19001,2016-02-15,2,Multifuncional,VI,Rancagua 3,6101,"Dr. Salinas Nº 1165, Local 1 y 5",,,,,
2,84,84 Rancagua 4,noche,3,09:00,22:00,f_cv084@farmacruzverde.cl,(72),2 25 2587,(72),2 25 2587,21458,2016-02-15,3,Multifuncional c/góndolas,VI,Rancagua 4,6101,"Avenida Recreo Nº 620, Local 7, 8 y 9 (Líder)",,,,,
2,85,85 Curicó 1,noche,3,10:00,21:00,f_cv085@farmacruzverde.cl,,,(2),(2694 4000) 5085,25182,2016-02-15,3,Multifuncional c/góndolas,VII,Curicó 1,7301,"Montt Nº 455, Local 109, Mall Valle",,,,,
2,87,87 Rancagua 5,noche,3,08:30,22:00,f_cv087@farmacruzverde.cl,(72),2 21 8782,(72),2 21 8942,35703,2016-02-15,3,Multifuncional c/góndolas,VI,Rancagua 5,6101,"Carretera El Cobre Presidente Frei Nº 750, Local 1030 (Jumbo)",,,,,
2,88,88 Rancagua 6,noche,3,09:30,22:30,f_cv088@farmacruzverde.cl,(72),2 21 1851,(72),2 21 6602,24486,2016-02-15,1,Autoservicio,VI,Rancagua 6,6101,"Miguel Ramírez Nº 1550, Local 3. Camino Machali (Unimarc)",,,,,
2,89,89 Rancagua 7,noche,3,08:00,21:30,f_cv89@farmacruzverde.cl,(72),2 22 6319,(72),2 22 6353,32895,2016-02-15,3,Multifuncional c/góndolas,VI,Rancagua 7,6101,"Avenida Bernardo O' Higgins Nº 604, Local 1",,,,,
2,90,90 Rengo 1,noche,3,09:00,21:30,f_cv090@farmacruzverde.cl,(72),2 51 4306,(72),2 51 4298,34046,2016-02-15,1,Autoservicio,VI,Rengo 1,6115,Arturo Prat Nº 140,,,,,
2,91,91 Curicó 2,noche,3,08:30,22:30,f_cv91@farmacruzverde.cl,(75),2 32 3992,(75),2 23 2993,68252,2016-02-15,1,Autoservicio,VII,Curicó 2,7301,Arturo Prat Nº 499,,,,,
2,92,92 Talca 2,noche,3,08:30,22:00,f_cv092@farmacruzverde.cl,(71),2 21 2565,(71),2 21 3118,29040,2016-02-15,1,Autoservicio,VII,Talca 2,7101,1 Sur Nº 1196,,,,,
2,93,93 Curicó 3,noche,3,08:30,22:30,f_cv093@farmacruzverde.cl,(75),2 31 7792,(75),2 32 8838,24858,2016-02-15,3,Multifuncional c/góndolas,VII,Curicó 3,7301,Carmen Nº1190. L 105 (Centro Comercial Puerta Norte),,,,,
2,94,94 Curicó 4,noche,3,08:30,21:30,f_cv094@farmacruzverde.cl,(75),2 32 9783,,,29010,2016-02-15,1,Autoservicio,VII,Curicó 4,7301,Peña Nº 898,,,,,
2,95,95 Linares 1,noche,3,08:30,22:30,f_cv095@farmacruzverde.cl,(73),2 21 9938,,,41948,2016-02-15,1,Autoservicio,VII,Linares 1,7401,Independencia Nº 543,,,,,
2,98,98 San Fernando 1,noche,3,09:00,22:00,f_cv98@farmacruzverde.cl,(72),2 71 2867,(72),2 71 2931,23740,2016-02-15,3,Multifuncional c/góndolas,VI,San Fernando 1,6301,Avenida Manuel Rodríguez Nº 934,,,,,
2,99,99 Linares 2,dia,2,09:30,21:30,f_cv99@farmacruzverde.cl,(73),2 22 1196,(73),2 22 0160,14989,2016-02-15,2,Multifuncional,VII,Linares 2,7401,"Januario Espinoza Nº 1183, Local 1070 (Santa Isabel)",,,,,
2,102,102 Talcahuano 1,noche,3,09:00,21:00,f_cv102@farmacruzverde.cl,(41),2 54 9607,(41),2 54 7836,25431,2016-02-15,3,Multifuncional c/góndolas,VIII,Talcahuano 1,8110,Avenida Cristobal Colón Nº 300,,,,,
2,103,103 Concepción 1,noche,3,09:00,21:30,f_cv103@farmacruzverde.cl,(41),2 22 0664,,,17093,2016-02-15,2,Multifuncional,VIII,Concepción 1,8101,Barros Arana Nº 782,,,,,
2,105,105 Concepción 2,noche,3,08:30,21:00,f_cv105@farmacruzverde.cl,(41),2 22 3675,(41),2 24 2543,18332,2016-02-15,2,Multifuncional,VIII,Concepción 2,8101,Rengo Nº 601,,,,,
2,107,107 Concepción 3,noche,3,08:30,22:30,f_cv107@farmacruzverde.cl,(41),2 25 2781,,,31442,2016-02-15,1,Autoservicio,VIII,Concepción 3,8101,Barros Arana Nº 599,,,,,
2,108,108 Concepción 4,noche,3,08:30,22:00,f_cv108@farmacruzverde.cl,(41),2 22 9668,,,46726,2016-02-15,1,Autoservicio,VIII,Concepción 4,8101,Barros Arana Nº 854,,,,,
2,109,109 Talcahuano 2,noche,3,10:30,21:30,f_cv109@farmacruzverde.cl,(41),2 90 6726,,,21846,2016-02-15,1,Autoservicio,VIII,Talcahuano 2,8110,"Avenida Jorge Alesandri Nº 3177, Local BS 136, 140, 144 y 148 (Mall El Trebol)",,,,,
2,110,110 Concepción 5,noche,3,08:30,21:30,f_cv110@farmacruzverde.cl,(41),2 52 1619,(41),2 52 1620,19619,2016-02-15,2,Multifuncional,VIII,Concepción 5,8101,O' Higgins Nº 801,,,,,
2,111,111 Ñuñoa 4,noche,3,09:00,22:00,f_cv111@farmacruzverde.cl,(2),2205 3282,, ,20179,2016-02-15,3,Multifuncional c/góndolas,RM,Ñuñoa 4,13120,Avenida Holanda Nº 2954,,,,,
2,114,114 Temuco 1,noche,3,08:00,23:30,f_cv114@farmacruzverde.cl,(45),2 27 2514,(45),2 27 2497,41774,2016-02-15,3,Multifuncional c/góndolas,IX,Temuco 1,9101,"Manuel Montt Nº 902, Esquina Búlnes",,,,,
2,116,116 Temuco 2,noche,3,08:30,21:00,f_cv116@farmacruzverde.cl,(45),2 21 7861,(45),2 21 7860,30669,2016-02-15,1,Autoservicio,IX,Temuco 2,9101,Avenida Bulnes Nº 298,,,,,
2,119,119 Ñuñoa 5,noche,3,,,f_cv119@farmacruzverde.cl,,,,,18640,2016-02-13,3,Multifuncional c/góndolas,RM,Ñuñoa 5,13120,"Avenida Salvador Nº 1822, Local 1",,,,,
2,121,121 Los Ángeles 1,noche,3,08:30,21:30,f_cv121@farmacruzverde.cl,(43),2 2857 8169,(43),2 31 9598,28507,2016-02-15,2,Multifuncional,VIII,Los Ángeles 1,8301,Colón Nº 491,,,,,
2,122,122 Los Ángeles 2,noche,3,08:30,21:00,f_cv122@farmacruzverde.cl,(43),2 31 2449,,,15269,2016-02-15,2,Multifuncional,VIII,Los Ángeles 2,8301,"Colón Nº 341, Local 1",,,,,
2,123,123 Los Ángeles 3,noche,3,08:30,22:30,f_cv123@farmacruzverde.cl,(43),2 32 2365,(43),2 32 2491,45054,2016-02-15,1,Autoservicio,VIII,Los Ángeles 3,8301,Colón Nº 411,,,,,
2,124,124 Los Ángeles 4,dia,2,08:30,21:30,f_cv124@farmacruzverde.cl,(43),2 32 2362,,,28806,2016-02-15,1,Autoservicio,VIII,Los Ángeles 4,8301,"Avenida Alemania Nº 686, Local 2 y 3 (Santa Isabel)",,,,,
2,125,125 Los Ángeles 5,noche,3,10:00,21:30,f_cv125@farmacruzverde.cl,(43),2 32 5803,(43),2 32 5565,30106,2016-02-15,3,Multifuncional c/góndolas,VIII,Los Ángeles 5,8301,"Valdivia Nº 440, Local 131 (Mall Plaza Los Ángeles)",,,,,
2,126,126 San Pedro de la Paz 1,noche,3,09:30,21:30,f_cv126@farmacruzverde.cl,(41),2 28 1065,,,22619,2016-02-15,1,Autoservicio,VIII,San Pedro de la Paz 1,8108,"Camino el Venado Nº 1360 Local 5, 6 y 7. Patio Andalue",,,,,
2,127,127 Los Ángeles 6,noche,3,09:30,22:00,f_cv127@farmacruzverde.cl,(43),2 36 9643,(43),2 36 2134,12882,2016-02-15,2,Multifuncional,VIII,Los Ángeles 6,8301,Avenida Marconi Nº 1196 (Supermercado Tucapel),,,,,
2,128,128 Laja,noche,3,09:00,22:00,f_cv128@farmacruzverde.cl,(43),2 46 2407,,,22919,2016-02-15,3,Multifuncional c/góndolas,VIII,Laja,8304,Balmaceda Nº 215,,,,,
2,129,129 Puente Alto 3,noche,3,09:00,22:00,f_cv129@farmacruzverde.cl,(2),2759 0382,,,22185,2016-02-15,3,Multifuncional c/góndolas,RM,Puente Alto 3,13201,"Avenida Concha y Toro Nº 3955, Local 7, 8 y 9",,,,,
2,130,130 Osorno 1,dia,2,09:00,21:30,f_cv130@farmacruzverde.cl,(64),2 31 3935,,,9209,2016-02-15,2,Multifuncional,X,Osorno 1,10301,"Victoria Nº 380, Local 4 y 5.",,,,,
2,132,132 Osorno 2,noche,3,09:00,21:00,f_cv132@farmacruzverde.cl,(64),2 31 7906,,,21397,2016-02-15,3,Multifuncional c/góndolas,X,Osorno 2,10301,Eleuterio Ramírez Nº 903,,,,,
2,134,134 Osorno 3,noche,3,08:30,22:00,f_cv134@farmacruzverde.cl,(64),2 24 9220,,,24977,2016-02-15,3,Multifuncional c/góndolas,X,Osorno 3,10301,Eleuterio Ramírez Nº 884,,,,,
2,135,135 Osorno 4,dia,2,09:00,21:30,f_cv135@farmacruzverde.cl,(64),2 31 7527,(64),2 31 4941,14840,2016-02-15,2,Multifuncional,X,Osorno 4,10301,"Julio Bushmann Nº 2223,  Local R 178 (Supermercado Bigger)",,,,,
2,136,136 La Unión,noche,3,08:30,22:00,f_cv136@farmacruzverde.cl,(64),2 32 3480,,,20615,2016-02-15,3,Multifuncional c/góndolas,XIV,La Unión,14201,"Esmeralda Nº 700, Local 5",,,,,
2,138,138 Osorno 5,noche,3,08:30,23:00,f_cv138@farmacruzverde.cl,(64),2 31 1618,(64),2 31 1742,24765,2016-02-15,1,Autoservicio,X,Osorno 5,10301,Eleuterio Ramírez Nº 1000,,,,,
2,139,139 Osorno 6,noche,3,09:00,22:00,f_cv139@farmacruzverde.cl,(64),2 31 6621,(64),2 31 6623,12095,2016-02-15,2,Multifuncional,X,Osorno 6,10301,Zenteno Nº 1518 (Clínica Alemana),,,,,
2,140,140 Rio Bueno,noche,3,09:00,21:00,f_cv140@farmacruzverde.cl,(64),2 34 0379,(64),2 40 397,22631,2016-02-15,3,Multifuncional c/góndolas,XIV,Rio Bueno,14204,Comercio Nº 585,,,,,
2,141,141 Valdivia 1,noche,3,08:30,24:00,f_cv141@farmacruzverde.cl,(63),2 25 4705,(63),2 22 5088,40438,2016-02-15,1,Autoservicio,XIV,Valdivia 1,14101,"Picarte Nº 404, Esquina Caupolicán",,,,,
2,144,144 Valdivia 2,noche,3,10:00,21:00,f_cv144@farmacruzverde.cl,(63),2 25 1462,(63),2 25 2956,26363,2016-02-15,3,Multifuncional c/góndolas,XIV,Valdivia 2,14101,"Arauco Nº 561, Local 144. (Mall Plaza de los Ríos)",,,,,
2,147,147 Valdivia 3,noche,3,09:00,21:00,f_cv147@farmacruzverde.cl,(63),2 25 9033,,,30548,2016-02-15,3,Multifuncional c/góndolas,XIV,Valdivia 3,14101,Avenida Picarte Nº 334,,,,,
2,148,148 Futrono,noche,3,09:30,21:00,f_cv148@farmacruzverde.cl,(63),2 48 2895,,,17554,2016-02-15,2,Multifuncional,XIV,Futrono,14202,Balmaceda Nº 241 (Lago Ranco),,,,,
2,150,150 Panguipulli,noche,3,09:00,21:00,f_cv150@farmacruzverde.cl,(63),2 53 0440,(63),2 53 0441,31544,2016-02-15,1,Autoservicio,XIV,Panguipulli,14108,Avenida Martínez de Rosas Nº 690,,,,,
2,151,151 Puerto Montt 1,noche,3,08:30,21:00,f_cv151@farmacruzverde.cl,(65),2 31 2098,(65),2 31 2087,30170,2016-02-15,3,Multifuncional c/góndolas,X,Puerto Montt 1,10101,Antonio Varas Nº 665,,,,,
2,152,152 Puerto Montt 2,noche,3,09:00,21:00,f_cv152@farmacruzverde.cl,(65),2 31 2012,(65),2 31 2011,18928,2016-02-15,2,Multifuncional,X,Puerto Montt 2,10101,"Antonio Varas Nº 952, Esquina Valdivia",,,,,
2,153,153 Puerto Montt 3,noche,3,09:00,21:00,f_cv153@farmacruzverde.cl,(65),2 34 4766,(65),2 34 4765,22519,2016-02-15,3,Multifuncional c/góndolas,X,Puerto Montt 3,10101,Antonio Varas Nº 555,,,,,
2,154,154 Puerto Montt 4,noche,3,08:30,23:00,f_cv154@farmacruzverde.cl,(65),2 31 9395,(65),2 31 9483,35534,2016-02-15,1,Autoservicio,X,Puerto Montt 4,10101,Antonio Varas Nº 598,,,,,
2,155,155 Puerto Montt 5,dia,2,08:30,22:00,f_cv155@farmacruzverde.cl,(65),2 31 0219,,,23026,2016-02-15,2,Multifuncional,X,Puerto Montt 5,10101,"Avenida Ejercito Nº 470, Local 1021 (Jumbo)",,,,,
2,156,156 Puerto Montt 6,noche,3,09:00,21:30,f_cv156@farmacruzverde.cl,(65),2 35 1537,(65),2 35 1538,20068,2016-02-15,1,Autoservicio,X,Puerto Montt 6,10101,"Avenida Presidente Ibañez Nº 173, Local 1 (Strip Center)",,,,,
2,157,157 Castro 1,noche,3,08:30,23:00,f_cv157@farmacruzverde.cl,(65),2 53 1618,(65),2 53 3444,39406,2016-02-15,1,Autoservicio,X,Castro 1,10201,San Martín Nº 407,,,,,
2,158,158 Castro 2,noche,3,08:30,22:30,f_cv158@farmacruzverde.cl,(65),2 35 1543,(65),2 35 1544,29736,2016-02-15,1,Autoservicio,X,Castro 2,10201,San Martín Nº 309,,,,,
2,159,159 Puerto Montt 7,noche,3,09:00,21:30,f_cv159@farmacruzverde.cl,(65),2 48 1644,(65),2 48 1645,23317,2016-02-15,1,Autoservicio,X,Puerto Montt 7,10101,"Avenida 4ª Terraza, Esquina Michimavida (Strip Center)",,,,,
2,160,160 Quintero,noche,3,09:00,21:00,f_cv160@farmacruzverde.cl,(32),2 93 1269,,,27155,2016-02-15,3,Multifuncional c/góndolas,V,Quintero,5107,Cabo Ortiz Nº 189,,,,,
2,162,162 Chillán 1,noche,3,08:30,22:00,f_cv162@farmacruzverde.cl,(42),2 21 0150,,,31492,2016-02-15,1,Autoservicio,VIII,Chillán 1,8401,5 de Abril Nº 731,,,,,
2,163,163 Chillán 2,noche,3,10:00,21:00,f_cv163@farmacruzverde.cl,(42),2 24 4822,(42),2 24 8595,17727,2016-02-15,3,Multifuncional c/góndolas,VIII,Chillán 2,8401,"El Roble Nº 700, Local 101 (Mall Roble)",,,,,
2,164,164 Chillán 3,noche,3,09:00,22:00,f_cv164@farmacruzverde.cl,(42),2 27 3378,(42),2 27 0750,18060,2016-02-15,1,Autoservicio,VIII,Chillán 3,8401,"Carretera Longitudinal Nº 134, Local 1013 (Jumbo)",,,,,
2,165,165 Chillán 4,noche,3,08:30,22:00,f_cv165@farmacruzverde.cl,(42),2 22 8423,(42),2 22 8408,54311,2016-02-15,1,Autoservicio,VIII,Chillán 4,8401,Avenida 5 de Abril Nº 701,,,,,
2,168,168 Vitacura 3,noche,3,09:00,22:00,f_cv168@farmacruzverde.cl,(2),2212 8865,(2),2212 8865,16741,2016-02-15,3,Multifuncional c/góndolas,RM,Vitacura 3,13132,"Avenida Costanera Sur, Monseñor Escriva de Balaguer Nº 9499, Local 6.",,,,,
2,169,169 Temuco 3,noche,3,09:00,21:30,f_cv169@farmacruzverde.cl,(45),2 27 0031,(45),2 27 0031,27698,2016-02-15,1,Autoservicio,IX,Temuco 3,9101,Arturo Prat Nº 530,,,,,
2,170,170 Santa Cruz 1,noche,3,08:30,22:00,f_cv170@farmacruzverde.cl,(72),2 82 4420,(72),2 82 4436,21862,2016-02-15,3,Multifuncional c/góndolas,VI,Santa Cruz 1,6310,Plaza de Armas Nº 98,,,,,
2,171,171 Rancagua 8,noche,3,09:00,22:00,f_cv171@farmacruzverde.cl,(72),2 21 6146,,,25690,2016-02-15,3,Multifuncional c/góndolas,VI,Rancagua 8,6101,"Avenida Nueva Einstein Nº 287, Local 116 (Mall Plaza América)",,,,,
2,172,172 San Fernando 2,noche,3,08:30,22:00,f_cv172@farmacruzverde.cl,(72),2 71 2927,,,26717,2016-02-15,1,Autoservicio,VI,San Fernando 2,6301,Avenida Manuel Rodríguez Nº 787,,,,,
